Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000136942	8030.26189761729	-1.17425667299569	0.151820751334928	-7.7344938861829	1.03815268493281e-14	5.11160428243794e-12	RPL35
ENSG00000130513	29.0446563453727	-2.48530746070141	0.323292794459946	-7.68748176046753	1.5005923037416e-14	7.03670605290259e-12	GDF15
ENSG00000166441	12256.5164565827	-1.03515010264415	0.134615157522104	-7.68969944914393	1.47481061165943e-14	7.03670605290259e-12	RPL27A
ENSG00000140988	18827.7112445751	-1.17904483752146	0.154015541470753	-7.6553627397749	1.92767343876779e-14	8.82919264570503e-12	RPS2
ENSG00000126500	29.4945588177745	2.84480421072088	0.372978389509278	7.62726284078748	2.39790379485948e-14	1.0494825608835e-11	FLRT1
ENSG00000155893	3270.46642549742	1.50849463399504	0.197759437862264	7.62792739654572	2.3855784110518e-14	1.0494825608835e-11	PXYLP1
ENSG00000178035	2331.93033618974	-0.776442819443757	0.102443884456803	-7.57920127258701	3.47688768008875e-14	1.48863701868148e-11	IMPDH2
ENSG00000125864	370.345437544524	1.72280292614169	0.227629462208114	7.56845317574305	3.7769440990867e-14	1.58270029854282e-11	BFSP1
ENSG00000114737	249.25615151055	-1.91079554530142	0.253024333725444	-7.55182522237098	4.29200217012278e-14	1.7610621404285e-11	CISH
ENSG00000162244	9892.67104119749	-1.02652526113325	0.136057875750072	-7.54476913206326	4.53089428566992e-14	1.82114210114835e-11	RPL29
ENSG00000160862	27.1700646921484	-3.1805591188769	0.422502210847605	-7.527911185355	5.15584401863034e-14	2.02277567262809e-11	AZGP1
ENSG00000169100	4702.31406398723	-0.930368474289066	0.123623088492136	-7.52584719923291	5.23795680650077e-14	2.02277567262809e-11	SLC25A6
ENSG00000132031	3841.38191739026	2.30002484192155	0.307239374024791	7.48610053389823	7.09500560519536e-14	2.68723337296774e-11	MATN3
ENSG00000130255	6527.96616673036	-1.25038123105567	0.167192928110968	-7.47867296292448	7.50768437769533e-14	2.78988384563603e-11	RPL36
ENSG00000175197	344.323672455329	-1.26372371485647	0.169157057135079	-7.4707123442526	7.9761845253938e-14	2.90909174495613e-11	DDIT3
ENSG00000115884	3141.35861298866	1.87998536618794	0.252401539112011	7.44839105499133	9.44854066182677e-14	3.20843117818411e-11	SDC1
ENSG00000136859	57586.4624620022	1.61483492206656	0.216765196481601	7.44969648392622	9.35552118019551e-14	3.20843117818411e-11	ANGPTL2
ENSG00000148303	10245.0324038187	-0.893143322957094	0.119863936162797	-7.45130980634611	9.24180531000183e-14	3.20843117818411e-11	RPL7A
ENSG00000280858	10245.0324038187	-0.893143322957094	0.119863936162797	-7.45130980634611	9.24180531000183e-14	3.20843117818411e-11	RPL7A
ENSG00000163884	849.069308660745	-1.79052758922607	0.240913013475775	-7.4322576576218	1.06759581458621e-13	3.56377958784328e-11	KLF15
ENSG00000115526	1250.96606990195	1.5740453924944	0.212194194612314	7.41794748612345	1.18949241774139e-13	3.90450886123611e-11	CHST10
ENSG00000144713	17834.2723432606	-1.09746997500163	0.149217543951832	-7.35483205216066	1.91167321334161e-13	6.17219736668247e-11	RPL32
ENSG00000082497	1705.61345029016	1.7377961581248	0.236428425953082	7.350199753348	1.97910863976175e-13	6.18707058096947e-11	SERTAD4
ENSG00000281230	1705.61345029016	1.7377961581248	0.236428425953082	7.350199753348	1.97910863976175e-13	6.18707058096947e-11	SERTAD4
ENSG00000105640	12075.4171095465	-1.12188192357392	0.15273158635665	-7.34544798712538	2.05071065938851e-13	6.3107416307276e-11	RPL18A
ENSG00000107372	3747.73942229473	-1.38702569824953	0.189117640777989	-7.33419522654583	2.23057747638722e-13	6.55689901454422e-11	ZFAND5
ENSG00000107518	152.351548983784	2.09029501550926	0.285004470241249	7.33425343728777	2.22960828558825e-13	6.55689901454422e-11	ATRNL1
ENSG00000211445	105325.686842747	-2.14453337057784	0.292395127007816	-7.33436768431682	2.22770731055418e-13	6.55689901454422e-11	GPX3
ENSG00000105193	8769.08105620649	-1.14437939110602	0.156914194797	-7.29302656516512	3.03068303593866e-13	8.77783858717822e-11	RPS16
ENSG00000281618	211.655025380819	1.738754599104	0.239042956504731	7.2738164910941	3.49470656851482e-13	9.97510809665208e-11	IFITM10
ENSG00000162191	1110.28855944573	-1.02730749885659	0.141331230759912	-7.26879326906694	3.62712987094388e-13	1.02051889726057e-10	UBXN1
ENSG00000108107	6206.57780483599	-1.07327207208218	0.147827496608083	-7.26030066603653	3.86230834053544e-13	1.07138257418092e-10	RPL28
ENSG00000135245	1615.84730313496	-2.11963126138385	0.292143925671345	-7.25543499325871	4.0037303098259e-13	1.09518706183363e-10	HILPDA
ENSG00000124614	9039.1586054192	-1.04034603837327	0.143540730597778	-7.24774100034693	4.23779972959124e-13	1.14299423807112e-10	RPS10
ENSG00000172602	82.3269771823401	-2.32086547716788	0.32029883945135	-7.24593782838353	4.29457088688818e-13	1.14299423807112e-10	RND1
ENSG00000180347	612.792052820376	2.27340281036936	0.313973648874822	7.24074398764508	4.46230035935559e-13	1.15638165233564e-10	CCDC129
ENSG00000187193	17459.4147500552	-1.8252537483401	0.252018739453523	-7.24253185417075	4.40384959045579e-13	1.15638165233564e-10	MT1X
ENSG00000168028	10010.5228467452	-0.988214483440667	0.136685651164464	-7.22983338062033	4.83586976185765e-13	1.23691499947775e-10	RPSA
ENSG00000104529	7173.87375944814	-0.92068021789528	0.127513904277563	-7.22023392751906	5.18982197557197e-13	1.30124807563884e-10	EEF1D
ENSG00000221983	6259.3133090467	-0.870582177630713	0.120588305428217	-7.2194577620045	5.21952769613956e-13	1.30124807563884e-10	UBA52
ENSG00000087086	35771.5430366275	-1.03395715373146	0.143305061603992	-7.21507769619954	5.39031905818276e-13	1.32702917313637e-10	FTL
ENSG00000198780	11.5566832615012	3.07087769891718	0.425723276355529	7.2133187670778	5.46043839092276e-13	1.32769548282992e-10	FAM169A
ENSG00000138615	299032.564238546	1.97595447854488	0.274308521061626	7.20340174230667	5.87286069983242e-13	1.41056087174634e-10	CILP
ENSG00000142541	32993.2833438463	-0.96301225670953	0.134197736845495	-7.17606927915834	7.17442092365711e-13	1.70241229025815e-10	RPL13A
ENSG00000119138	2364.55955207333	-1.46123724181954	0.203712914131143	-7.17302213289651	7.33599873658125e-13	1.72002970377342e-10	KLF9
ENSG00000100353	2853.00231895623	-0.800517978268446	0.111728984888306	-7.16481921919112	7.78892698870714e-13	1.80474020050102e-10	EIF3D
ENSG00000149294	301.109508419448	2.05511852503525	0.287045269521129	7.15956242185687	8.09349854720895e-13	1.85350527775907e-10	NCAM1
ENSG00000142973	7.94909986316655	-3.74540664227366	0.526112065880162	-7.11902821694037	1.08690659281329e-12	2.46053164890319e-10	CYP4B1
ENSG00000119669	743.885995667878	-0.887875801633205	0.124816917850761	-7.11342514237378	1.13197894820597e-12	2.50498038032771e-10	IRF2BPL
ENSG00000156076	1601.76335338989	2.50412927684746	0.351982670136359	7.11435388531303	1.12438314220342e-12	2.50498038032771e-10	WIF1
ENSG00000164764	1147.9894867891	1.93153915512988	0.271764369584884	7.10740395468425	1.18245967569037e-12	2.58761592363576e-10	SBSPON
ENSG00000145592	14943.3165391172	-1.09215567406422	0.154249246155579	-7.08046036712976	1.4367635229074e-12	3.10956676743529e-10	RPL37
ENSG00000168874	1124.40965858505	-1.87120362310216	0.264613789534172	-7.07145166696055	1.53321207276965e-12	3.28224041013024e-10	ATOH8
ENSG00000244242	2494.92208897268	1.69887444153204	0.240511732930858	7.06358239088663	1.62263916282358e-12	3.43633100126993e-10	IFITM10
ENSG00000083845	8388.56662253338	-1.06394798017656	0.150745063762014	-7.05792915286596	1.69002179252011e-12	3.50368202144037e-10	RPS5
ENSG00000105372	8162.83069846838	-0.957375326548426	0.135645134506885	-7.05794078076447	1.68988041779071e-12	3.50368202144037e-10	RPS19
ENSG00000188582	15.3925477117758	2.42961477836546	0.344987461645005	7.0426176266822	1.88661446835789e-12	3.87050749524048e-10	PAQR9
ENSG00000142676	20398.977714539	-1.01828356242204	0.144626371278533	-7.04078760616172	1.91156202417209e-12	3.881259182069e-10	RPL11
ENSG00000185634	399.226020014935	1.59987224751527	0.227901269154647	7.02002342264118	2.21831054676914e-12	4.45812512434879e-10	SHC4
ENSG00000111319	628.174990726715	-1.8899292965104	0.269495395678298	-7.01284447459148	2.33520992078489e-12	4.64565246362205e-10	SCNN1A
ENSG00000126246	55.5164029786639	-1.75352259687145	0.250471358071777	-7.00089068215516	2.54340344668922e-12	4.91101283162198e-10	IGFLR1
ENSG00000149806	5210.86552671762	-0.974682293939149	0.139201607654952	-7.00194710649578	2.52429388786939e-12	4.91101283162198e-10	FAU
ENSG00000164104	1267.16795489488	-1.32718900405232	0.189509248113287	-7.00329412556659	2.5001319228278e-12	4.91101283162198e-10	HMGB2
ENSG00000181163	11959.8658439861	-0.956453880083264	0.136733177392772	-6.995038792493	2.65185543886587e-12	5.07070804548187e-10	NPM1
ENSG00000070756	7421.87384862049	-0.921258494518462	0.131757856430434	-6.99205739587053	2.7088400864198e-12	5.12986591365749e-10	PABPC1
ENSG00000100417	359.521016448072	-0.851806470235145	0.121973058362884	-6.9835624495118	2.87787431949223e-12	5.38921506790018e-10	PMM1
ENSG00000197119	199.770813809709	-1.32532870452767	0.189808226291773	-6.98246187965729	2.90051686822757e-12	5.38921506790018e-10	SLC25A29
ENSG00000108298	21756.5262269229	-0.967196269149538	0.13862974765731	-6.9768306261397	3.01913317461024e-12	5.44087186111497e-10	RPL19
ENSG00000149273	18655.8069027678	-0.966630960441039	0.138566867095704	-6.97591697568955	3.03882155228559e-12	5.44087186111497e-10	RPS3
ENSG00000177954	22306.2017307365	-1.11164579671574	0.159340550960251	-6.97654043503994	3.0253729477496e-12	5.44087186111497e-10	RPS27
ENSG00000215021	2104.39150832388	-0.735384997300149	0.105365903991815	-6.97934501997224	2.96559369880038e-12	5.44087186111497e-10	PHB2
ENSG00000169231	3449.26867762449	1.57689223944305	0.22680334852282	6.95268500096413	3.58398364444924e-12	6.35914935832683e-10	THBS3
ENSG00000197892	3439.37598720159	1.194947984364	0.17218912002863	6.93974151308351	3.92818026294617e-12	6.90763484631472e-10	KIF13B
ENSG00000148346	152.749694138553	-2.50210731095783	0.361768414454815	-6.91632329132024	4.63515955016127e-12	8.07871392393152e-10	LCN2
ENSG00000176046	2722.40906342192	-1.03265616942857	0.149442878504887	-6.91003933917665	4.84519323180388e-12	8.37070883336644e-10	NUPR1
ENSG00000019505	176.92538807075	2.32429444210256	0.336664229405458	6.90389485751788	5.05957542572451e-12	8.6433388381253e-10	SYT13
ENSG00000116251	9748.94907642885	-0.916109943154575	0.132711431378306	-6.9030220956861	5.09077078051554e-12	8.6433388381253e-10	RPL22
ENSG00000197958	19495.0243903668	-0.950968605963495	0.137797295500554	-6.90121386279075	5.15600406814472e-12	8.67927351471027e-10	RPL12
ENSG00000131473	3885.90326039394	1.01984535286141	0.147806814388538	6.89985341393365	5.20562266988426e-12	8.68853715960766e-10	ACLY
ENSG00000096150	4073.89770370571	-1.07310926959815	0.15596739223021	-6.88034373245296	5.97083116556172e-12	9.88197645426371e-10	RPS18
ENSG00000205213	1013.78541295258	0.974396421290035	0.141656499146784	6.87858606671035	6.04495252338936e-12	9.92127832901279e-10	LGR4
ENSG00000146006	173.941919287508	2.04411094726875	0.297510167600303	6.87072634779648	6.38758236802819e-12	1.01048172897796e-09	LRRTM2
ENSG00000223367	4101.65898794308	-1.07133938508722	0.155941127444709	-6.87015287527069	6.41331384220591e-12	1.01048172897796e-09	RPS18
ENSG00000226225	4101.65898794308	-1.07133938508722	0.155941127444709	-6.87015287527069	6.41331384220591e-12	1.01048172897796e-09	RPS18
ENSG00000231500	4101.65898794308	-1.07133938508722	0.155941127444709	-6.87015287527069	6.41331384220591e-12	1.01048172897796e-09	RPS18
ENSG00000235650	4101.65898794308	-1.07133938508722	0.155941127444709	-6.87015287527069	6.41331384220591e-12	1.01048172897796e-09	RPS18
ENSG00000157404	184.774644072642	-2.41731824652542	0.352903017613287	-6.84980894432116	7.39486830136823e-12	1.15588834282101e-09	KIT
ENSG00000130159	323.82591500807	-0.960261043147063	0.140217244235372	-6.84838051399119	7.46906803289965e-12	1.15829366069259e-09	ECSIT
ENSG00000087076	166.810627357162	-1.64639373173165	0.240996327118775	-6.83161337525372	8.39648927259523e-12	1.28942115835709e-09	HSD17B14
ENSG00000130811	1902.72825271084	-0.797135615759367	0.116720493680862	-6.82944006336113	8.52467027403553e-12	1.28942115835709e-09	EIF3G
ENSG00000175390	676.359443334803	-0.756881706093995	0.11084043449877	-6.82857036348404	8.57650021552573e-12	1.28942115835709e-09	EIF3F
ENSG00000280606	676.359443334803	-0.756881706093995	0.11084043449877	-6.82857036348404	8.57650021552573e-12	1.28942115835709e-09	EIF3F
ENSG00000090621	1792.61446972601	-0.856615896770712	0.125666282762413	-6.81659294713323	9.3224920756325e-12	1.39095819264835e-09	PABPC4
ENSG00000148926	812.015441935266	-1.99723142232377	0.293646984269511	-6.80147091342407	1.0355630950697e-11	1.53348986145848e-09	ADM
ENSG00000234851	10939.7116029913	-0.948743184383258	0.139611240794609	-6.79560742375333	1.07857113047057e-11	1.58525809064313e-09	RP11-3P17.3
ENSG00000063127	62.4841407688243	-1.90523580510776	0.280452513998175	-6.79343457452536	1.09494906651609e-11	1.59740902703959e-09	SLC6A16
ENSG00000275932	482.584807959559	1.41285508713884	0.208137309734334	6.78809142360013	1.13626642941527e-11	1.64549759759807e-09	DUSP14
ENSG00000115318	2634.08450215664	1.70639714554857	0.251561619045604	6.78321737641236	1.17528591205037e-11	1.65766945076667e-09	LOXL3
ENSG00000125965	570.406913633324	1.73292161137675	0.255486034463124	6.78284280789866	1.1783382742185e-11	1.65766945076667e-09	GDF5
ENSG00000260916	14189.3775360906	0.947851717773895	0.139697951144836	6.78500801197276	1.16080069261535e-11	1.65766945076667e-09	CCPG1
ENSG00000278229	13185.9944015507	-0.970903881431578	0.143119169432702	-6.78388426428171	1.1698705958116e-11	1.65766945076667e-09	RPS17L
ENSG00000229117	35428.8532231675	-0.931330811676411	0.137454942818114	-6.77553525964346	1.23946508321733e-11	1.73129537687697e-09	RPL41
ENSG00000172809	5041.56213707258	-1.00702242749253	0.148870467992174	-6.76442037883207	1.33843940323554e-11	1.8563777497693e-09	RPL38
ENSG00000250510	53.8393228208762	-1.53936007046054	0.22830127389822	-6.74266964952114	1.55502504108221e-11	2.14169357930868e-09	GPR162
ENSG00000115268	4968.05052647618	-0.961534708077686	0.142688963723232	-6.73867608950288	1.5983626966457e-11	2.18609397989146e-09	RPS15
ENSG00000136110	4681.76101729435	2.24949621576939	0.33420571799492	6.73087291643401	1.68648219737768e-11	2.29070806050712e-09	LECT1
ENSG00000187837	277.008548767234	-1.68066613789482	0.249736692408045	-6.72975253131319	1.6995188495809e-11	2.29260436592437e-09	HIST1H1C
ENSG00000103023	17.2831357155604	2.16476272240112	0.322384374633793	6.71485001362162	1.88259762235287e-11	2.52229661035644e-09	PRSS54
ENSG00000105707	19.5460881905941	-2.01519972380908	0.300775583731266	-6.70001101422382	2.08403831130103e-11	2.7733199014239e-09	HPN
ENSG00000114391	11257.6723223808	-1.04772864308691	0.156498723105038	-6.69480633643061	2.15957439588666e-11	2.8545515253012e-09	RPL24
ENSG00000165526	276.436362634437	-0.793182492321225	0.118737176497277	-6.68015288656803	2.38693102265401e-11	3.13404043274472e-09	RPUSD4
ENSG00000122176	306012.092254664	1.40316423748806	0.210205023365633	6.675217437822	2.4686587194196e-11	3.21988301185225e-09	FMOD
ENSG00000122705	1372.28349522677	-0.709221753165401	0.106271006230697	-6.67370883480482	2.49418232643812e-11	3.23177111310518e-09	CLTA
ENSG00000064666	472.834743344054	-1.50665281080964	0.225905317934921	-6.66939948374156	2.56852225574183e-11	3.30634286449905e-09	CNN2
ENSG00000169738	718.134073277333	-1.57542108032285	0.236376339758509	-6.66488482701931	2.6487298710417e-11	3.38745031234847e-09	DCXR
ENSG00000147145	330.894044295371	1.46256525300663	0.219963931596655	6.64911398150729	2.94862594622199e-11	3.74665729102207e-09	LPAR4
ENSG00000060718	34652.2952432131	1.6311088176688	0.245405776184387	6.64657875225908	2.99983977788571e-11	3.78729771958071e-09	COL11A1
ENSG00000204628	12275.8360290338	-0.701984416201367	0.105752780379339	-6.63797598212855	3.18019666265336e-11	3.98942504910560e-09	GNB2L1
ENSG00000099260	1769.07547212618	0.971765359946955	0.146661762771932	6.62589444978993	3.45151742498875e-11	4.27532299906626e-09	PALMD
ENSG00000173227	182.324131495527	1.85510519647749	0.279964857088591	6.62620735962751	3.44421264183126e-11	4.27532299906626e-09	SYT12
ENSG00000172216	1778.25656436836	-1.10509992233329	0.167217363475812	-6.60876298586745	3.87544598366626e-11	4.77043179051918e-09	CEBPB
ENSG00000125743	1726.82379954945	-0.805924021959477	0.122403827398508	-6.5841407012188	4.57523701961932e-11	5.5968505031927e-09	SNRPD2
ENSG00000006377	258.69369694192	1.00620456262184	0.152959765441404	6.57823029290209	4.76080474298857e-11	5.75239566951901e-09	DLX6
ENSG00000124762	1211.95612706069	-1.81580709699792	0.276021184485882	-6.57850628523333	4.7519778954641e-11	5.75239566951901e-09	CDKN1A
ENSG00000063177	10489.5210706774	-1.0313723746969	0.156826254806589	-6.57652875769349	4.81557898055688e-11	5.78309926963828e-09	RPL18
ENSG00000134419	10584.4464384734	-0.957187542223344	0.145720874825213	-6.56863708354386	5.07778731184054e-11	6.0610315822242e-09	RPS15A
ENSG00000197756	15014.4662480491	-1.0100763596273	0.153972632832113	-6.56010318878325	5.37705564344943e-11	6.37958499383955e-09	RPL37A
ENSG00000104331	2682.32778815829	0.761558799656797	0.116111132454429	6.55887840862884	5.42139837868607e-11	6.39367910588156e-09	IMPAD1
ENSG00000113272	231.674022053455	-0.921577514039066	0.14076787344901	-6.54678863478664	5.87874722929221e-11	6.85100157875207e-09	THG1L
ENSG00000109771	195.321901471168	1.11266232613501	0.170012136918379	6.54460526350062	5.96527356709681e-11	6.91094487670421e-09	LRP2BP
ENSG00000243509	70.5537635914845	-2.26226015087997	0.346034921249867	-6.53766429905041	6.24869846309261e-11	7.19696586143912e-09	TNFRSF6B
ENSG00000104723	1757.66662995568	0.947434879740036	0.145297793950635	6.52064187610397	7.00071527475023e-11	8.01622600791895e-09	TUSC3
ENSG00000163435	116.190072384182	-2.05852220748784	0.316151952426269	-6.51117980354057	7.45628269902528e-11	8.48852530389034e-09	ELF3
ENSG00000107789	405.946690703913	0.894295444741946	0.13738486439863	6.509417530501	7.54427595140297e-11	8.53933993464836e-09	MINPP1
ENSG00000006576	2010.76332437779	0.911847191954383	0.140215694562012	6.50317494630465	7.86422464211848e-11	8.85062310437276e-09	PHTF2
ENSG00000161970	17346.7323795217	-0.981783838259526	0.151025943952345	-6.50076279986253	7.99137522227887e-11	8.94262130697627e-09	RPL26
ENSG00000162645	3139.54746531476	-1.36577335543691	0.210750630160455	-6.48051848953941	9.14079513787103e-11	1.01710712000209e-08	GBP2
ENSG00000167244	5622.07223090531	1.72238800179309	0.266373468766068	6.46606439361911	1.00588227722218e-10	1.10675147764754e-08	IGF2
ENSG00000131143	2248.58424758493	-0.685694758065663	0.106079879836446	-6.46394734913789	1.02006376931424e-10	1.11611977425799e-08	COX4I1
ENSG00000198756	5896.53462862875	1.36309612643051	0.211015419657852	6.45969914729777	1.04911341176015e-10	1.14156290854233e-08	COLGALT2
ENSG00000227097	908.165406507723	-0.982541929689419	0.152128034863133	-6.45865129706957	1.05640214546937e-10	1.14317803599006e-08	RPS28P7
ENSG00000120696	336.121795960323	1.16918805929231	0.181245447897783	6.45085475444163	1.11221055894593e-10	1.18476448385914e-08	KBTBD7
ENSG00000122641	3272.38733301541	1.4089993856933	0.218451318468261	6.44994681457148	1.11889410509164e-10	1.18476448385914e-08	INHBA
ENSG00000142534	28701.973328105	-0.941763176951639	0.146001108112823	-6.45038376163477	1.1156727550138e-10	1.18476448385914e-08	RPS11
ENSG00000171490	2553.53245389498	-0.919349216142735	0.14250665305243	-6.45127224905418	1.10915040237496e-10	1.18476448385914e-08	RSL1D1
ENSG00000186684	502.837813290322	1.24948443633152	0.194072674714876	6.43822958676285	1.20875072159656e-10	1.27306660223767e-08	CYP27C1
ENSG00000084623	1877.67089498512	-0.698027640150924	0.108505645447499	-6.43309974584377	1.25027543251835e-10	1.30979652358771e-08	EIF3I
ENSG00000178982	1885.11990220934	-0.672795051098571	0.104603463683281	-6.43186207615138	1.26050095859293e-10	1.31352203066073e-08	EIF3K
ENSG00000144648	161.17794405146	1.67288626174716	0.260501205467183	6.4217985431085	1.34673577777787e-10	1.39599795491238e-08	ACKR2
ENSG00000254772	25578.5843462246	-0.746971597202858	0.116346850606047	-6.42021329595008	1.36083536626186e-10	1.40322788159829e-08	EEF1G
ENSG00000133055	67.1989807116173	-2.06366923520672	0.322116849876221	-6.40658579642674	1.48814383053989e-10	1.51860066023229e-08	MYBPH
ENSG00000164649	202.743088316774	-1.33809245895553	0.208857453854035	-6.40672589971669	1.48677758746854e-10	1.51860066023229e-08	CDCA7L
ENSG00000120658	147.124802817862	1.51720445463021	0.237365758172376	6.39184213558052	1.63899065466689e-10	1.66376912681738e-08	ENOX1
ENSG00000167515	476.323633351849	-0.847656257156032	0.132631365302591	-6.39106937655471	1.64729616516573e-10	1.66376912681738e-08	TRAPPC2L
ENSG00000131620	847.320412055133	1.28396811784688	0.201300252503046	6.37837311121831	1.78979044251848e-10	1.79846544721436e-08	ANO1
ENSG00000141504	634.167481004542	-0.860526012887763	0.134947230070754	-6.37675936317168	1.80874316864255e-10	1.79915134880884e-08	SAT2
ENSG00000276886	10975.4590043386	2.41106078945668	0.378076618676067	6.37717507604578	1.80384214573771e-10	1.79915134880884e-08	GREM1
ENSG00000198755	11972.7427688993	-0.873121800312982	0.136974275805171	-6.37434872482837	1.83742076142245e-10	1.81849255759875e-08	RPL10A
ENSG00000167202	1142.01588064121	-0.864673211542339	0.135822579480366	-6.36619636330299	1.93773329830256e-10	1.90818286550345e-08	TBC1D2B
ENSG00000149043	81.0498670828287	2.00419217977695	0.314905686745481	6.36442040945682	1.96028537151926e-10	1.91127823723128e-08	SYT8
